Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Denmark,East Denmark,DK-DK2,117.68,183.37,84.58,82.71,entsoe.eu,false,
2022-01-01 01:00:00,Denmark,East Denmark,DK-DK2,106.66,172.35,85.27,85.02,entsoe.eu,false,
2022-01-01 02:00:00,Denmark,East Denmark,DK-DK2,116.29,187.28,84.13,83.48,entsoe.eu,false,
2022-01-01 03:00:00,Denmark,East Denmark,DK-DK2,135.79,209.92,82.19,79.82,entsoe.eu,false,
2022-01-01 04:00:00,Denmark,East Denmark,DK-DK2,141.81,212.5,81.14,79.18,entsoe.eu,false,
2022-01-01 05:00:00,Denmark,East Denmark,DK-DK2,137.87,213.08,81.86,79.63,entsoe.eu,false,
2022-01-01 06:00:00,Denmark,East Denmark,DK-DK2,142.97,219.49,81.51,78.6,entsoe.eu,false,
2022-01-01 07:00:00,Denmark,East Denmark,DK-DK2,138.36,226.82,81.9,79.56,entsoe.eu,false,
2022-01-01 08:00:00,Denmark,East Denmark,DK-DK2,145.99,233.3,80.89,77.19,entsoe.eu,false,
2022-01-01 09:00:00,Denmark,East Denmark,DK-DK2,111.39,191.81,84.85,73.63,entsoe.eu,false,
2022-01-01 10:00:00,Denmark,East Denmark,DK-DK2,157.25,254.06,80.0,72.83,entsoe.eu,false,
2022-01-01 11:00:00,Denmark,East Denmark,DK-DK2,179.12,281.75,76.84,68.88,entsoe.eu,false,
2022-01-01 12:00:00,Denmark,East Denmark,DK-DK2,196.09,296.4,74.73,67.18,entsoe.eu,false,
2022-01-01 13:00:00,Denmark,East Denmark,DK-DK2,205.06,310.62,74.55,66.25,entsoe.eu,false,
2022-01-01 14:00:00,Denmark,East Denmark,DK-DK2,253.78,370.1,68.84,63.83,entsoe.eu,false,
2022-01-01 15:00:00,Denmark,East Denmark,DK-DK2,250.91,357.98,70.41,65.19,entsoe.eu,false,
2022-01-01 16:00:00,Denmark,East Denmark,DK-DK2,239.29,336.05,71.25,67.24,entsoe.eu,false,
2022-01-01 17:00:00,Denmark,East Denmark,DK-DK2,211.95,306.66,74.36,71.97,entsoe.eu,false,
2022-01-01 18:00:00,Denmark,East Denmark,DK-DK2,164.62,248.98,79.25,78.05,entsoe.eu,false,
2022-01-01 19:00:00,Denmark,East Denmark,DK-DK2,121.98,193.11,83.57,82.97,entsoe.eu,false,
2022-01-01 20:00:00,Denmark,East Denmark,DK-DK2,100.58,169.52,86.1,85.84,entsoe.eu,false,
2022-01-01 21:00:00,Denmark,East Denmark,DK-DK2,98.9,165.72,86.31,85.85,entsoe.eu,false,
2022-01-01 22:00:00,Denmark,East Denmark,DK-DK2,88.86,150.35,87.72,84.07,entsoe.eu,false,
2022-01-01 23:00:00,Denmark,East Denmark,DK-DK2,82.52,139.06,88.62,82.6,entsoe.eu,false,
2022-01-02 00:00:00,Denmark,East Denmark,DK-DK2,83.7,138.94,88.43,83.1,entsoe.eu,false,
2022-01-02 01:00:00,Denmark,East Denmark,DK-DK2,87.98,142.55,87.83,84.34,entsoe.eu,false,
2022-01-02 02:00:00,Denmark,East Denmark,DK-DK2,105.12,165.62,85.56,85.28,entsoe.eu,false,
2022-01-02 03:00:00,Denmark,East Denmark,DK-DK2,114.49,173.9,84.87,82.82,entsoe.eu,false,
2022-01-02 04:00:00,Denmark,East Denmark,DK-DK2,120.73,179.53,84.1,81.56,entsoe.eu,false,
2022-01-02 05:00:00,Denmark,East Denmark,DK-DK2,128.66,189.57,83.25,79.91,entsoe.eu,false,
2022-01-02 06:00:00,Denmark,East Denmark,DK-DK2,125.25,189.5,83.75,80.7,entsoe.eu,false,
2022-01-02 07:00:00,Denmark,East Denmark,DK-DK2,118.88,184.47,84.62,81.84,entsoe.eu,false,
2022-01-02 08:00:00,Denmark,East Denmark,DK-DK2,119.26,184.99,84.58,81.91,entsoe.eu,false,
2022-01-02 09:00:00,Denmark,East Denmark,DK-DK2,114.29,180.22,85.26,82.92,entsoe.eu,false,
2022-01-02 10:00:00,Denmark,East Denmark,DK-DK2,112.42,180.56,85.42,83.05,entsoe.eu,false,
2022-01-02 11:00:00,Denmark,East Denmark,DK-DK2,115.79,185.82,84.97,82.73,entsoe.eu,false,
2022-01-02 12:00:00,Denmark,East Denmark,DK-DK2,131.83,206.8,82.85,80.04,entsoe.eu,false,
2022-01-02 13:00:00,Denmark,East Denmark,DK-DK2,135.18,224.01,82.38,79.55,entsoe.eu,false,
2022-01-02 14:00:00,Denmark,East Denmark,DK-DK2,128.28,211.08,83.39,80.37,entsoe.eu,false,
2022-01-02 15:00:00,Denmark,East Denmark,DK-DK2,117.86,198.16,84.68,81.93,entsoe.eu,false,
2022-01-02 16:00:00,Denmark,East Denmark,DK-DK2,110.62,185.26,85.66,83.2,entsoe.eu,false,
2022-01-02 17:00:00,Denmark,East Denmark,DK-DK2,103.95,175.38,86.61,84.54,entsoe.eu,false,
2022-01-02 18:00:00,Denmark,East Denmark,DK-DK2,96.64,167.93,87.33,85.52,entsoe.eu,false,
2022-01-02 19:00:00,Denmark,East Denmark,DK-DK2,97.2,158.8,87.2,85.29,entsoe.eu,false,
2022-01-02 20:00:00,Denmark,East Denmark,DK-DK2,99.33,157.96,86.88,84.93,entsoe.eu,false,
2022-01-02 21:00:00,Denmark,East Denmark,DK-DK2,101.32,160.93,86.51,84.76,entsoe.eu,false,
2022-01-02 22:00:00,Denmark,East Denmark,DK-DK2,109.65,165.63,85.52,83.44,entsoe.eu,false,
2022-01-02 23:00:00,Denmark,East Denmark,DK-DK2,120.99,184.87,83.9,81.54,entsoe.eu,false,
2022-01-03 00:00:00,Denmark,East Denmark,DK-DK2,136.3,203.29,81.99,78.98,entsoe.eu,false,
2022-01-03 01:00:00,Denmark,East Denmark,DK-DK2,148.12,214.71,80.27,77.01,entsoe.eu,false,
2022-01-03 02:00:00,Denmark,East Denmark,DK-DK2,156.08,225.03,79.29,75.56,entsoe.eu,false,
2022-01-03 03:00:00,Denmark,East Denmark,DK-DK2,137.0,199.23,81.87,78.74,entsoe.eu,false,
2022-01-03 04:00:00,Denmark,East Denmark,DK-DK2,114.58,176.87,84.86,82.65,entsoe.eu,false,
2022-01-03 05:00:00,Denmark,East Denmark,DK-DK2,111.48,173.01,85.38,83.7,entsoe.eu,false,
2022-01-03 06:00:00,Denmark,East Denmark,DK-DK2,105.43,180.87,86.03,85.12,entsoe.eu,false,
2022-01-03 07:00:00,Denmark,East Denmark,DK-DK2,111.33,189.57,85.54,84.56,entsoe.eu,false,
2022-01-03 08:00:00,Denmark,East Denmark,DK-DK2,115.51,188.58,85.59,84.45,entsoe.eu,false,
2022-01-03 09:00:00,Denmark,East Denmark,DK-DK2,114.14,185.46,85.81,84.81,entsoe.eu,false,
2022-01-03 10:00:00,Denmark,East Denmark,DK-DK2,89.82,159.14,88.1,87.63,entsoe.eu,false,
2022-01-03 11:00:00,Denmark,East Denmark,DK-DK2,79.08,149.94,89.22,89.05,entsoe.eu,false,
2022-01-03 12:00:00,Denmark,East Denmark,DK-DK2,78.29,148.39,89.29,89.15,entsoe.eu,false,
2022-01-03 13:00:00,Denmark,East Denmark,DK-DK2,75.01,145.31,89.75,89.58,entsoe.eu,false,
2022-01-03 14:00:00,Denmark,East Denmark,DK-DK2,71.22,141.33,90.44,90.27,entsoe.eu,false,
2022-01-03 15:00:00,Denmark,East Denmark,DK-DK2,87.95,160.26,88.13,87.96,entsoe.eu,false,
2022-01-03 16:00:00,Denmark,East Denmark,DK-DK2,95.7,168.98,87.01,86.87,entsoe.eu,false,
2022-01-03 17:00:00,Denmark,East Denmark,DK-DK2,96.77,168.2,86.76,86.62,entsoe.eu,false,
2022-01-03 18:00:00,Denmark,East Denmark,DK-DK2,97.38,170.16,86.73,86.38,entsoe.eu,false,
2022-01-03 19:00:00,Denmark,East Denmark,DK-DK2,91.36,163.5,87.69,87.12,entsoe.eu,false,
2022-01-03 20:00:00,Denmark,East Denmark,DK-DK2,92.12,165.66,87.69,86.65,entsoe.eu,false,
2022-01-03 21:00:00,Denmark,East Denmark,DK-DK2,62.83,137.38,91.39,89.3,entsoe.eu,false,
2022-01-03 22:00:00,Denmark,East Denmark,DK-DK2,61.0,126.87,91.59,88.11,entsoe.eu,false,
2022-01-03 23:00:00,Denmark,East Denmark,DK-DK2,59.69,118.24,91.79,87.28,entsoe.eu,false,
2022-01-04 00:00:00,Denmark,East Denmark,DK-DK2,60.61,123.26,91.69,87.98,entsoe.eu,false,
2022-01-04 01:00:00,Denmark,East Denmark,DK-DK2,53.35,114.21,92.68,84.17,entsoe.eu,false,
2022-01-04 02:00:00,Denmark,East Denmark,DK-DK2,53.88,122.38,92.6,82.8,entsoe.eu,false,
2022-01-04 03:00:00,Denmark,East Denmark,DK-DK2,52.24,124.47,92.85,80.43,entsoe.eu,false,
2022-01-04 04:00:00,Denmark,East Denmark,DK-DK2,71.9,153.23,90.07,75.07,entsoe.eu,false,
2022-01-04 05:00:00,Denmark,East Denmark,DK-DK2,93.17,185.6,86.86,72.33,entsoe.eu,false,
2022-01-04 06:00:00,Denmark,East Denmark,DK-DK2,105.37,200.59,84.79,73.31,entsoe.eu,false,
2022-01-04 07:00:00,Denmark,East Denmark,DK-DK2,116.26,202.78,82.46,70.77,entsoe.eu,false,
2022-01-04 08:00:00,Denmark,East Denmark,DK-DK2,110.21,196.9,83.22,70.81,entsoe.eu,false,
2022-01-04 09:00:00,Denmark,East Denmark,DK-DK2,115.99,206.95,82.32,69.18,entsoe.eu,false,
2022-01-04 10:00:00,Denmark,East Denmark,DK-DK2,119.66,204.25,81.87,70.08,entsoe.eu,false,
2022-01-04 11:00:00,Denmark,East Denmark,DK-DK2,105.37,185.73,83.96,72.12,entsoe.eu,false,
2022-01-04 12:00:00,Denmark,East Denmark,DK-DK2,99.52,179.59,84.81,69.64,entsoe.eu,false,
2022-01-04 13:00:00,Denmark,East Denmark,DK-DK2,110.7,192.31,83.2,70.29,entsoe.eu,false,
2022-01-04 14:00:00,Denmark,East Denmark,DK-DK2,116.73,199.48,82.34,71.02,entsoe.eu,false,
2022-01-04 15:00:00,Denmark,East Denmark,DK-DK2,119.09,205.34,81.27,68.81,entsoe.eu,false,
2022-01-04 16:00:00,Denmark,East Denmark,DK-DK2,109.04,194.19,83.04,71.66,entsoe.eu,false,
2022-01-04 17:00:00,Denmark,East Denmark,DK-DK2,104.32,188.13,83.63,75.1,entsoe.eu,false,
2022-01-04 18:00:00,Denmark,East Denmark,DK-DK2,122.45,207.78,80.88,79.9,entsoe.eu,false,
2022-01-04 19:00:00,Denmark,East Denmark,DK-DK2,113.2,195.75,83.8,83.8,entsoe.eu,false,
2022-01-04 20:00:00,Denmark,East Denmark,DK-DK2,107.9,187.45,84.99,84.95,entsoe.eu,false,
2022-01-04 21:00:00,Denmark,East Denmark,DK-DK2,88.74,165.05,87.75,87.6,entsoe.eu,false,
2022-01-04 22:00:00,Denmark,East Denmark,DK-DK2,76.93,152.13,89.49,89.36,entsoe.eu,false,
2022-01-04 23:00:00,Denmark,East Denmark,DK-DK2,53.79,132.37,92.62,92.05,entsoe.eu,false,
2022-01-05 00:00:00,Denmark,East Denmark,DK-DK2,51.21,127.86,92.96,92.84,entsoe.eu,false,
2022-01-05 01:00:00,Denmark,East Denmark,DK-DK2,46.3,122.83,93.65,91.2,entsoe.eu,false,
2022-01-05 02:00:00,Denmark,East Denmark,DK-DK2,50.86,129.04,93.02,92.17,entsoe.eu,false,
2022-01-05 03:00:00,Denmark,East Denmark,DK-DK2,54.92,131.94,92.52,92.16,entsoe.eu,false,
2022-01-05 04:00:00,Denmark,East Denmark,DK-DK2,48.06,121.66,93.4,90.93,entsoe.eu,false,
2022-01-05 05:00:00,Denmark,East Denmark,DK-DK2,63.12,141.42,91.33,91.11,entsoe.eu,false,
2022-01-05 06:00:00,Denmark,East Denmark,DK-DK2,130.03,206.37,84.12,83.04,entsoe.eu,false,
2022-01-05 07:00:00,Denmark,East Denmark,DK-DK2,130.66,206.07,84.63,83.24,entsoe.eu,false,
2022-01-05 08:00:00,Denmark,East Denmark,DK-DK2,125.18,200.65,85.39,84.01,entsoe.eu,false,
2022-01-05 09:00:00,Denmark,East Denmark,DK-DK2,121.02,195.54,85.6,84.26,entsoe.eu,false,
2022-01-05 10:00:00,Denmark,East Denmark,DK-DK2,118.14,192.23,85.93,84.62,entsoe.eu,false,
2022-01-05 11:00:00,Denmark,East Denmark,DK-DK2,118.3,192.89,85.39,84.08,entsoe.eu,false,
2022-01-05 12:00:00,Denmark,East Denmark,DK-DK2,121.31,196.67,84.34,82.98,entsoe.eu,false,
2022-01-05 13:00:00,Denmark,East Denmark,DK-DK2,126.39,202.66,83.88,82.5,entsoe.eu,false,
2022-01-05 14:00:00,Denmark,East Denmark,DK-DK2,149.44,227.98,81.05,79.58,entsoe.eu,false,
2022-01-05 15:00:00,Denmark,East Denmark,DK-DK2,167.93,248.66,78.17,76.75,entsoe.eu,false,
2022-01-05 16:00:00,Denmark,East Denmark,DK-DK2,178.15,255.2,77.17,75.83,entsoe.eu,false,
2022-01-05 17:00:00,Denmark,East Denmark,DK-DK2,147.6,227.78,79.66,78.65,entsoe.eu,false,
2022-01-05 18:00:00,Denmark,East Denmark,DK-DK2,114.26,193.38,82.93,82.03,entsoe.eu,false,
2022-01-05 19:00:00,Denmark,East Denmark,DK-DK2,88.71,166.06,86.28,83.9,entsoe.eu,false,
2022-01-05 20:00:00,Denmark,East Denmark,DK-DK2,74.35,147.3,89.5,84.21,entsoe.eu,false,
2022-01-05 21:00:00,Denmark,East Denmark,DK-DK2,69.72,140.65,90.33,84.74,entsoe.eu,false,
2022-01-05 22:00:00,Denmark,East Denmark,DK-DK2,70.2,141.61,90.25,84.93,entsoe.eu,false,
2022-01-05 23:00:00,Denmark,East Denmark,DK-DK2,47.07,116.65,93.43,85.86,entsoe.eu,false,
2022-01-06 00:00:00,Denmark,East Denmark,DK-DK2,39.79,110.67,94.39,84.21,entsoe.eu,false,
2022-01-06 01:00:00,Denmark,East Denmark,DK-DK2,41.94,116.12,94.08,84.21,entsoe.eu,false,
2022-01-06 02:00:00,Denmark,East Denmark,DK-DK2,40.07,112.38,94.35,83.79,entsoe.eu,false,
2022-01-06 03:00:00,Denmark,East Denmark,DK-DK2,39.87,111.49,94.35,84.07,entsoe.eu,false,
2022-01-06 04:00:00,Denmark,East Denmark,DK-DK2,40.93,112.44,94.21,83.09,entsoe.eu,false,
2022-01-06 05:00:00,Denmark,East Denmark,DK-DK2,54.39,126.77,92.75,80.23,entsoe.eu,false,
2022-01-06 06:00:00,Denmark,East Denmark,DK-DK2,72.55,145.09,89.82,77.44,entsoe.eu,false,
2022-01-06 07:00:00,Denmark,East Denmark,DK-DK2,110.32,189.46,84.97,74.62,entsoe.eu,false,
2022-01-06 08:00:00,Denmark,East Denmark,DK-DK2,121.73,209.83,83.4,73.92,entsoe.eu,false,
2022-01-06 09:00:00,Denmark,East Denmark,DK-DK2,151.06,245.87,78.69,69.9,entsoe.eu,false,
2022-01-06 10:00:00,Denmark,East Denmark,DK-DK2,180.84,279.98,74.4,67.36,entsoe.eu,false,
2022-01-06 11:00:00,Denmark,East Denmark,DK-DK2,198.08,298.15,71.64,65.44,entsoe.eu,false,
2022-01-06 12:00:00,Denmark,East Denmark,DK-DK2,186.39,286.35,72.85,65.66,entsoe.eu,false,
2022-01-06 13:00:00,Denmark,East Denmark,DK-DK2,204.38,311.21,69.93,63.62,entsoe.eu,false,
2022-01-06 14:00:00,Denmark,East Denmark,DK-DK2,197.21,304.9,70.74,63.14,entsoe.eu,false,
2022-01-06 15:00:00,Denmark,East Denmark,DK-DK2,145.12,243.47,78.13,65.93,entsoe.eu,false,
2022-01-06 16:00:00,Denmark,East Denmark,DK-DK2,143.16,238.18,78.47,66.75,entsoe.eu,false,
2022-01-06 17:00:00,Denmark,East Denmark,DK-DK2,149.47,238.11,77.76,67.57,entsoe.eu,false,
2022-01-06 18:00:00,Denmark,East Denmark,DK-DK2,154.73,242.62,76.85,68.54,entsoe.eu,false,
2022-01-06 19:00:00,Denmark,East Denmark,DK-DK2,161.68,251.2,76.53,70.44,entsoe.eu,false,
2022-01-06 20:00:00,Denmark,East Denmark,DK-DK2,169.74,263.23,75.38,71.62,entsoe.eu,false,
2022-01-06 21:00:00,Denmark,East Denmark,DK-DK2,176.82,269.56,75.24,72.12,entsoe.eu,false,
2022-01-06 22:00:00,Denmark,East Denmark,DK-DK2,173.1,266.33,76.52,73.91,entsoe.eu,false,
2022-01-06 23:00:00,Denmark,East Denmark,DK-DK2,148.53,241.5,80.48,80.17,entsoe.eu,false,
2022-01-07 00:00:00,Denmark,East Denmark,DK-DK2,102.79,191.64,86.51,84.33,entsoe.eu,false,
2022-01-07 01:00:00,Denmark,East Denmark,DK-DK2,86.36,178.49,88.23,87.48,entsoe.eu,false,
2022-01-07 02:00:00,Denmark,East Denmark,DK-DK2,93.55,176.07,87.34,86.98,entsoe.eu,false,
2022-01-07 03:00:00,Denmark,East Denmark,DK-DK2,91.69,170.1,87.48,87.35,entsoe.eu,false,
2022-01-07 04:00:00,Denmark,East Denmark,DK-DK2,107.7,182.45,86.5,85.84,entsoe.eu,false,
2022-01-07 05:00:00,Denmark,East Denmark,DK-DK2,134.51,207.73,83.38,82.54,entsoe.eu,false,
2022-01-07 06:00:00,Denmark,East Denmark,DK-DK2,155.87,231.99,79.49,78.8,entsoe.eu,false,
2022-01-07 07:00:00,Denmark,East Denmark,DK-DK2,192.22,268.31,75.23,74.06,entsoe.eu,false,
2022-01-07 08:00:00,Denmark,East Denmark,DK-DK2,183.38,261.57,75.3,74.38,entsoe.eu,false,
2022-01-07 09:00:00,Denmark,East Denmark,DK-DK2,177.78,258.41,75.5,74.78,entsoe.eu,false,
2022-01-07 10:00:00,Denmark,East Denmark,DK-DK2,148.7,231.57,77.89,77.76,entsoe.eu,false,
2022-01-07 11:00:00,Denmark,East Denmark,DK-DK2,150.52,233.57,77.6,77.5,entsoe.eu,false,
2022-01-07 12:00:00,Denmark,East Denmark,DK-DK2,154.12,239.43,76.95,76.94,entsoe.eu,false,
2022-01-07 13:00:00,Denmark,East Denmark,DK-DK2,158.48,243.21,76.42,76.17,entsoe.eu,false,
2022-01-07 14:00:00,Denmark,East Denmark,DK-DK2,159.08,245.71,76.19,76.17,entsoe.eu,false,
2022-01-07 15:00:00,Denmark,East Denmark,DK-DK2,165.41,253.33,74.98,73.85,entsoe.eu,false,
2022-01-07 16:00:00,Denmark,East Denmark,DK-DK2,171.05,264.62,74.45,74.41,entsoe.eu,false,
2022-01-07 17:00:00,Denmark,East Denmark,DK-DK2,167.74,260.24,75.27,75.19,entsoe.eu,false,
2022-01-07 18:00:00,Denmark,East Denmark,DK-DK2,151.22,238.18,77.42,77.29,entsoe.eu,false,
2022-01-07 19:00:00,Denmark,East Denmark,DK-DK2,152.21,237.03,78.02,78.02,entsoe.eu,false,
2022-01-07 20:00:00,Denmark,East Denmark,DK-DK2,145.08,232.63,79.11,77.69,entsoe.eu,false,
2022-01-07 21:00:00,Denmark,East Denmark,DK-DK2,129.6,216.95,82.38,79.06,entsoe.eu,false,
2022-01-07 22:00:00,Denmark,East Denmark,DK-DK2,105.36,191.71,85.76,80.15,entsoe.eu,false,
2022-01-07 23:00:00,Denmark,East Denmark,DK-DK2,97.57,186.15,86.73,80.98,entsoe.eu,false,
2022-01-08 00:00:00,Denmark,East Denmark,DK-DK2,101.28,191.93,86.3,80.02,entsoe.eu,false,
2022-01-08 01:00:00,Denmark,East Denmark,DK-DK2,79.01,167.86,89.3,81.55,entsoe.eu,false,
2022-01-08 02:00:00,Denmark,East Denmark,DK-DK2,82.25,172.08,88.88,81.5,entsoe.eu,false,
2022-01-08 03:00:00,Denmark,East Denmark,DK-DK2,68.86,156.87,90.71,80.94,entsoe.eu,false,
2022-01-08 04:00:00,Denmark,East Denmark,DK-DK2,83.23,171.79,88.81,82.01,entsoe.eu,false,
2022-01-08 05:00:00,Denmark,East Denmark,DK-DK2,108.4,198.7,85.07,80.94,entsoe.eu,false,
2022-01-08 06:00:00,Denmark,East Denmark,DK-DK2,128.21,216.28,82.0,81.85,entsoe.eu,false,
2022-01-08 07:00:00,Denmark,East Denmark,DK-DK2,134.01,218.68,81.16,81.16,entsoe.eu,false,
2022-01-08 08:00:00,Denmark,East Denmark,DK-DK2,113.87,194.11,83.99,83.99,entsoe.eu,false,
2022-01-08 09:00:00,Denmark,East Denmark,DK-DK2,81.61,159.3,88.46,88.05,entsoe.eu,false,
2022-01-08 10:00:00,Denmark,East Denmark,DK-DK2,91.01,169.05,87.17,87.17,entsoe.eu,false,
2022-01-08 11:00:00,Denmark,East Denmark,DK-DK2,101.69,180.46,85.54,85.54,entsoe.eu,false,
2022-01-08 12:00:00,Denmark,East Denmark,DK-DK2,122.19,202.97,82.65,82.63,entsoe.eu,false,
2022-01-08 13:00:00,Denmark,East Denmark,DK-DK2,124.55,206.13,82.56,82.56,entsoe.eu,false,
2022-01-08 14:00:00,Denmark,East Denmark,DK-DK2,126.75,210.05,82.24,82.24,entsoe.eu,false,
2022-01-08 15:00:00,Denmark,East Denmark,DK-DK2,136.35,221.4,80.52,80.48,entsoe.eu,false,
2022-01-08 16:00:00,Denmark,East Denmark,DK-DK2,137.68,223.65,80.45,80.29,entsoe.eu,false,
2022-01-08 17:00:00,Denmark,East Denmark,DK-DK2,138.24,223.28,80.51,80.29,entsoe.eu,false,
2022-01-08 18:00:00,Denmark,East Denmark,DK-DK2,127.11,211.61,82.71,82.1,entsoe.eu,false,
2022-01-08 19:00:00,Denmark,East Denmark,DK-DK2,144.54,223.89,82.72,80.92,entsoe.eu,false,
2022-01-08 20:00:00,Denmark,East Denmark,DK-DK2,131.2,210.13,84.72,82.72,entsoe.eu,false,
2022-01-08 21:00:00,Denmark,East Denmark,DK-DK2,124.56,203.75,85.43,83.55,entsoe.eu,false,
2022-01-08 22:00:00,Denmark,East Denmark,DK-DK2,114.37,191.86,86.49,84.73,entsoe.eu,false,
2022-01-08 23:00:00,Denmark,East Denmark,DK-DK2,84.61,160.92,89.42,88.5,entsoe.eu,false,
2022-01-09 00:00:00,Denmark,East Denmark,DK-DK2,69.85,145.3,90.76,90.45,entsoe.eu,false,
2022-01-09 01:00:00,Denmark,East Denmark,DK-DK2,64.41,138.65,91.39,90.95,entsoe.eu,false,
2022-01-09 02:00:00,Denmark,East Denmark,DK-DK2,67.52,140.8,91.07,90.62,entsoe.eu,false,
2022-01-09 03:00:00,Denmark,East Denmark,DK-DK2,71.57,145.46,90.54,90.09,entsoe.eu,false,
2022-01-09 04:00:00,Denmark,East Denmark,DK-DK2,70.57,146.7,90.65,89.9,entsoe.eu,false,
2022-01-09 05:00:00,Denmark,East Denmark,DK-DK2,67.29,146.45,91.03,90.6,entsoe.eu,false,
2022-01-09 06:00:00,Denmark,East Denmark,DK-DK2,81.2,161.89,89.98,89.16,entsoe.eu,false,
2022-01-09 07:00:00,Denmark,East Denmark,DK-DK2,71.7,155.56,90.84,90.52,entsoe.eu,false,
2022-01-09 08:00:00,Denmark,East Denmark,DK-DK2,54.13,134.83,92.6,88.98,entsoe.eu,false,
2022-01-09 09:00:00,Denmark,East Denmark,DK-DK2,52.18,128.19,92.73,86.03,entsoe.eu,false,
2022-01-09 10:00:00,Denmark,East Denmark,DK-DK2,74.34,154.65,89.61,83.99,entsoe.eu,false,
2022-01-09 11:00:00,Denmark,East Denmark,DK-DK2,118.2,205.33,83.44,80.11,entsoe.eu,false,
2022-01-09 12:00:00,Denmark,East Denmark,DK-DK2,123.79,214.31,82.4,77.49,entsoe.eu,false,
2022-01-09 13:00:00,Denmark,East Denmark,DK-DK2,150.78,245.48,77.95,73.66,entsoe.eu,false,
2022-01-09 14:00:00,Denmark,East Denmark,DK-DK2,157.21,253.07,77.06,73.38,entsoe.eu,false,
2022-01-09 15:00:00,Denmark,East Denmark,DK-DK2,152.69,254.35,77.7,75.15,entsoe.eu,false,
2022-01-09 16:00:00,Denmark,East Denmark,DK-DK2,130.89,230.64,81.12,76.22,entsoe.eu,false,
2022-01-09 17:00:00,Denmark,East Denmark,DK-DK2,136.09,235.93,80.56,75.02,entsoe.eu,false,
2022-01-09 18:00:00,Denmark,East Denmark,DK-DK2,139.84,233.51,80.45,73.4,entsoe.eu,false,
2022-01-09 19:00:00,Denmark,East Denmark,DK-DK2,141.66,234.25,80.39,73.15,entsoe.eu,false,
2022-01-09 20:00:00,Denmark,East Denmark,DK-DK2,143.67,237.27,80.34,72.85,entsoe.eu,false,
2022-01-09 21:00:00,Denmark,East Denmark,DK-DK2,124.43,218.89,82.88,73.14,entsoe.eu,false,
2022-01-09 22:00:00,Denmark,East Denmark,DK-DK2,105.07,199.91,85.56,73.73,entsoe.eu,false,
2022-01-09 23:00:00,Denmark,East Denmark,DK-DK2,114.0,208.22,84.39,72.15,entsoe.eu,false,
2022-01-10 00:00:00,Denmark,East Denmark,DK-DK2,113.41,204.48,84.7,72.63,entsoe.eu,false,
2022-01-10 01:00:00,Denmark,East Denmark,DK-DK2,108.42,198.33,85.34,73.94,entsoe.eu,false,
2022-01-10 02:00:00,Denmark,East Denmark,DK-DK2,131.21,225.17,82.37,74.25,entsoe.eu,false,
2022-01-10 03:00:00,Denmark,East Denmark,DK-DK2,167.81,263.92,77.56,74.36,entsoe.eu,false,
2022-01-10 04:00:00,Denmark,East Denmark,DK-DK2,169.04,263.72,77.09,75.62,entsoe.eu,false,
2022-01-10 05:00:00,Denmark,East Denmark,DK-DK2,151.2,243.4,79.3,75.53,entsoe.eu,false,
2022-01-10 06:00:00,Denmark,East Denmark,DK-DK2,139.12,230.36,79.71,74.22,entsoe.eu,false,
2022-01-10 07:00:00,Denmark,East Denmark,DK-DK2,152.26,249.88,77.04,72.57,entsoe.eu,false,
2022-01-10 08:00:00,Denmark,East Denmark,DK-DK2,155.38,265.11,76.38,73.33,entsoe.eu,false,
2022-01-10 09:00:00,Denmark,East Denmark,DK-DK2,154.96,264.7,76.35,73.49,entsoe.eu,false,
2022-01-10 10:00:00,Denmark,East Denmark,DK-DK2,169.15,280.94,74.18,72.63,entsoe.eu,false,
2022-01-10 11:00:00,Denmark,East Denmark,DK-DK2,166.22,273.35,74.53,71.09,entsoe.eu,false,
2022-01-10 12:00:00,Denmark,East Denmark,DK-DK2,152.64,260.53,76.61,71.51,entsoe.eu,false,
2022-01-10 13:00:00,Denmark,East Denmark,DK-DK2,166.26,272.64,75.09,70.58,entsoe.eu,false,
2022-01-10 14:00:00,Denmark,East Denmark,DK-DK2,150.9,251.88,77.23,71.51,entsoe.eu,false,
2022-01-10 15:00:00,Denmark,East Denmark,DK-DK2,147.5,245.34,77.72,71.28,entsoe.eu,false,
2022-01-10 16:00:00,Denmark,East Denmark,DK-DK2,172.38,284.26,73.92,71.0,entsoe.eu,false,
2022-01-10 17:00:00,Denmark,East Denmark,DK-DK2,185.88,301.36,72.09,70.23,entsoe.eu,false,
2022-01-10 18:00:00,Denmark,East Denmark,DK-DK2,151.84,256.96,77.34,70.53,entsoe.eu,false,
2022-01-10 19:00:00,Denmark,East Denmark,DK-DK2,161.04,266.38,75.71,71.36,entsoe.eu,false,
2022-01-10 20:00:00,Denmark,East Denmark,DK-DK2,142.09,236.67,80.27,72.33,entsoe.eu,false,
2022-01-10 21:00:00,Denmark,East Denmark,DK-DK2,142.61,236.73,80.72,73.54,entsoe.eu,false,
2022-01-10 22:00:00,Denmark,East Denmark,DK-DK2,161.37,256.7,78.55,73.64,entsoe.eu,false,
